order_id,customer_id,order_date,promised_delivery_time,actual_delivery_time,delivery_status,order_total,payment_method,delivery_partner_id,store_id,product_id,quantity,unit_price
5627902734,69415494,2023-03-16,2023-03-16 19:25:26,2023-03-16 19:26:26,on time,3265.08,upi,78934,1809,927651,3,426.72
5628497118,50229203,2024-10-24,2024-10-24 8:19:56,2024-10-24 08:34:56,slightly delayed,2543.92,card,87309,7916,51036,1,931.61
5630323534,98218863,2024-03-08,2024-03-08 13:51:09,2024-03-08 13:58:09,slightly delayed,1450.75,cash,5799,2286,425341,1,486.28
5630957897,69925688,2024-06-18,2024-06-18 7:32:42,2024-06-18 07:36:42,on time,827.44,wallet,14408,468,876139,2,415.75
5633967304,72605638,2024-01-30,2024-01-30 19:33:01,2024-01-30 19:48:01,slightly delayed,2009.59,cash,93942,619,704868,2,193.46
5635738740,33034249,2023-09-28,2023-09-28 14:45:27,2023-09-28 14:45:27,on time,2920.62,upi,49965,6365,319388,2,657.8
5636241570,94281220,2024-06-21,2024-06-21 20:24:31,2024-06-21 20:28:31,on time,482.06,upi,98065,6451,306177,1,769.24
5636483988,34095555,2024-01-29,2024-01-29 17:52:04,2024-01-29 17:51:04,on time,4151.57,upi,73517,7888,256783,2,906.54
5637567433,91562028,2024-09-02,2024-09-02 1:28:14,2024-09-02 01:23:14,on time,2428.45,wallet,53431,5612,513199,2,422.23
5640741373,90298394,2024-05-10,2024-05-10 6:57:20,2024-05-10 06:57:20,on time,765.76,card,20090,3383,89084,2,598.83
5645359563,87160527,2024-08-08,2024-08-08 23:45:23,2024-08-08 23:40:23,on time,2624.29,card,45180,8474,723678,3,675.46
5645691241,3786105,2023-12-10,2023-12-10 7:40:34,2023-12-10 07:49:34,slightly delayed,2970.0,cash,8455,9919,77308,2,223.27
5647827263,96171594,2024-05-07,2024-05-07 8:10:24,2024-05-07 08:09:24,on time,1513.03,card,69561,1592,264803,2,995.98
5648212121,37633848,2023-12-28,2023-12-28 0:19:12,2023-12-28 00:17:12,on time,3820.42,wallet,90177,599,41853,1,910.44
5649255352,84119685,2024-10-30,2024-10-30 23:50:54,2024-10-30 23:52:54,on time,3938.48,cash,42987,1418,449106,3,48.55
5650184107,19771128,2023-06-21,2023-06-21 8:32:44,2023-06-21 08:32:44,on time,3041.96,upi,60066,4622,894539,2,445.48
5652465358,57523973,2024-06-17,2024-06-17 18:23:50,2024-06-17 18:44:50,significantly delayed,2293.55,card,54033,6475,712307,1,264.89
5653623743,96461062,2023-03-30,2023-03-30 8:53:35,2023-03-30 09:19:35,significantly delayed,4125.04,wallet,59281,2740,659290,3,319.34
5655369002,19091057,2023-08-25,2023-08-25 10:28:03,2023-08-25 10:28:03,on time,114.52,cash,50372,9852,6405,2,236.51
5657605506,63402854,2024-05-30,2024-05-30 20:28:11,2024-05-30 20:27:11,on time,697.88,wallet,54862,6923,451933,3,568.94
5662514948,30455484,2023-05-20,2023-05-20 3:08:48,2023-05-20 03:03:48,on time,2918.62,card,58053,9972,240179,1,90.56
5662786245,21409946,2023-04-21,2023-04-21 0:37:45,2023-04-21 00:38:45,on time,4920.92,cash,39082,1501,563740,1,96.33
5663657880,69632084,2024-05-06,2024-05-06 11:35:40,2024-05-06 11:59:40,significantly delayed,2630.49,upi,79020,5302,859361,1,432.39
5669689881,7728406,2023-07-11,2023-07-11 21:32:37,2023-07-11 21:43:37,slightly delayed,3152.59,cash,17862,8583,448752,1,160.07
5670040592,80571942,2024-05-25,2024-05-25 5:59:22,2024-05-25 06:01:22,on time,3433.31,upi,57209,7458,700048,1,141.28
5678362658,58513300,2024-07-22,2024-07-22 5:06:43,2024-07-22 05:06:43,on time,2100.38,cash,90700,792,67197,3,552.2
5678676134,76917159,2024-09-21,2024-09-21 15:50:00,2024-09-21 15:46:00,on time,1292.08,card,90181,8198,319388,1,657.8
5682081545,57340963,2024-07-11,2024-07-11 16:23:45,2024-07-11 16:26:45,on time,1276.66,cash,45875,6729,847349,3,781.08
5682816404,10830043,2023-07-10,2023-07-10 15:11:43,2023-07-10 15:15:43,on time,2244.39,upi,14009,598,140489,2,650.2
5684182622,29095552,2024-03-03,2024-03-03 16:31:14,2024-03-03 16:31:14,on time,1591.23,upi,6390,3490,833557,1,422.87
5687148136,32527479,2023-06-24,2023-06-24 0:56:15,2023-06-24 00:57:15,on time,1438.64,cash,50176,6902,859361,2,432.39
5691623788,60757351,2024-03-16,2024-03-16 19:17:00,2024-03-16 19:17:00,on time,2178.18,cash,3949,6867,41853,1,910.44
5695124358,90144978,2024-05-16,2024-05-16 5:22:56,2024-05-16 05:18:56,on time,1927.44,cash,12767,1708,317242,3,198.15
5695198653,29562254,2024-09-20,2024-09-20 1:36:54,2024-09-20 01:38:54,on time,572.4,upi,29646,5437,557908,2,942.37
5696947751,90745023,2023-11-06,2023-11-06 3:48:25,2023-11-06 03:49:25,on time,1431.23,upi,58100,1369,555121,2,354.91
5698803942,31813,2024-10-10,2024-10-10 13:26:15,2024-10-10 13:28:15,on time,1227.21,upi,38462,8304,398340,2,651.93
5705224767,3897936,2023-06-02,2023-06-02 17:52:56,2023-06-02 17:48:56,on time,2322.96,card,50670,562,604184,2,397.55
5705899665,4378755,2024-05-27,2024-05-27 19:31:33,2024-05-27 19:30:33,on time,3712.03,wallet,75481,355,784673,1,491.39
5706043483,63360864,2024-07-17,2024-07-17 19:10:41,2024-07-17 19:14:41,on time,1164.09,upi,86219,2490,6405,3,236.51
5708700204,40387944,2023-05-05,2023-05-05 18:08:38,2023-05-05 18:07:38,on time,864.94,upi,4397,276,274207,2,328.51
5709672475,16543242,2023-08-14,2023-08-14 2:48:24,2023-08-14 02:43:24,on time,895.76,upi,12442,5734,91670,2,439.24
5710259220,17287733,2023-04-15,2023-04-15 15:46:40,2023-04-15 15:50:40,on time,3128.46,wallet,87697,670,222892,1,869.22
5710579377,67310893,2024-06-06,2024-06-06 15:12:13,2024-06-06 15:10:13,on time,1918.92,upi,29940,6128,319388,2,657.8
5710643134,38420886,2023-04-16,2023-04-16 17:16:10,2023-04-16 17:44:10,significantly delayed,634.18,card,8691,443,712307,3,264.89
5712367183,85763665,2024-06-13,2024-06-13 19:31:19,2024-06-13 19:45:19,slightly delayed,2496.31,cash,92876,6570,329351,3,310.87
5712516128,11503405,2023-07-14,2023-07-14 21:33:01,2023-07-14 21:34:01,on time,2661.8,card,41787,2367,228286,3,179.08
5719806088,42012717,2024-01-08,2024-01-08 13:50:35,2024-01-08 13:55:35,on time,1759.81,card,88036,1096,272170,2,140.8
5720622852,66130660,2023-04-16,2023-04-16 15:01:16,2023-04-16 14:59:16,on time,874.78,cash,41385,7382,264803,2,995.98
5724116944,93938425,2024-06-20,2024-06-20 20:40:08,2024-06-20 20:50:08,slightly delayed,3853.5,cash,93687,8923,366066,1,918.58
5728818155,31000129,2023-11-03,2023-11-03 1:10:05,2023-11-03 01:18:05,slightly delayed,2215.55,cash,40143,1826,243235,3,109.03
5731985133,80696046,2024-06-21,2024-06-21 9:46:10,2024-06-21 09:53:10,slightly delayed,715.72,upi,43899,6208,327290,2,862.28
5733572517,5039883,2024-08-05,2024-08-05 0:21:15,2024-08-05 00:35:15,slightly delayed,1706.96,cash,33195,5945,491314,1,973.44
5735156904,78841932,2023-04-01,2023-04-01 16:40:21,2023-04-01 16:53:21,slightly delayed,3724.91,card,89407,9020,552496,1,508.0
5735481292,85907588,2024-06-18,2024-06-18 0:00:28,2024-06-18 00:17:28,significantly delayed,2015.59,upi,75148,4445,945635,3,778.9
5735975899,83304571,2023-09-14,2023-09-14 7:57:08,2023-09-14 07:59:08,on time,2199.37,card,74786,5286,611575,3,482.06
5740294639,67908555,2023-07-31,2023-07-31 13:16:46,2023-07-31 13:31:46,slightly delayed,2270.85,wallet,3587,3046,799688,2,309.62
5743074720,44828791,2024-02-08,2024-02-08 3:26:10,2024-02-08 03:22:10,on time,40.7,upi,88405,1693,589812,2,163.03
5743550453,93699264,2024-05-19,2024-05-19 5:24:34,2024-05-19 05:29:34,on time,3921.27,card,95126,5655,679284,2,877.89
5744553133,60495351,2024-04-19,2024-04-19 3:28:52,2024-04-19 03:35:52,slightly delayed,3112.01,card,78378,5224,373536,1,494.17
5746303677,20148223,2024-06-08,2024-06-08 13:48:21,2024-06-08 13:47:21,on time,902.25,card,24730,7478,56589,3,517.77
5750044154,11636968,2024-09-16,2024-09-16 22:50:01,2024-09-16 23:01:01,slightly delayed,2855.42,upi,71543,7740,930284,2,189.47
5750245858,41146001,2023-04-07,2023-04-07 1:01:00,2023-04-07 01:11:00,slightly delayed,1009.47,cash,11457,8260,217710,3,58.59
5755859055,79592021,2024-10-30,2024-10-30 14:37:27,2024-10-30 14:54:27,significantly delayed,354.52,card,8522,4726,473929,3,440.19
5756607486,27709218,2023-10-22,2023-10-22 5:53:13,2023-10-22 05:51:13,on time,1910.09,card,19872,648,613942,3,545.0
5758119413,22694456,2024-10-10,2024-10-10 9:37:22,2024-10-10 09:44:22,slightly delayed,2017.51,wallet,72740,9315,642612,3,517.03
5761530160,84824280,2024-02-23,2024-02-23 18:42:21,2024-02-23 18:57:21,slightly delayed,876.11,cash,47945,5408,349294,1,934.75
5766981431,93675757,2024-01-14,2024-01-14 4:42:49,2024-01-14 04:47:49,on time,1178.42,upi,55608,7251,53833,2,134.69
5769065545,1108176,2024-01-28,2024-01-28 21:01:13,2024-01-28 21:04:13,on time,2822.13,card,46466,430,376447,3,724.84
5770410311,20956158,2023-12-31,2023-12-31 10:33:35,2023-12-31 10:31:35,on time,4814.59,cash,96121,8259,764014,2,612.04
5770510806,47955004,2024-01-23,2024-01-23 9:05:56,2024-01-23 09:16:56,slightly delayed,127.16,cash,62246,4185,306177,3,769.24
5770514189,57340963,2023-12-08,2023-12-08 16:31:15,2023-12-08 16:37:15,slightly delayed,267.61,cash,50789,4910,487065,3,374.68
5770951298,75510747,2023-10-02,2023-10-02 18:23:57,2023-10-02 18:21:57,on time,957.11,upi,4946,8044,329351,3,310.87
5777824005,73428596,2023-03-22,2023-03-22 23:19:39,2023-03-22 23:14:39,on time,4469.56,card,9630,6508,945635,2,778.9
5779793224,95971469,2024-05-13,2024-05-13 2:11:10,2024-05-13 02:11:10,on time,2121.4,card,66680,3790,537274,3,702.71
5780280518,74230420,2024-08-23,2024-08-23 22:48:52,2024-08-23 22:51:52,on time,4501.34,card,82210,4303,883013,1,989.88
5785351358,64795608,2024-11-03,2024-11-03 14:41:39,2024-11-03 14:38:39,on time,2240.09,upi,31077,6926,707935,2,820.9
5790622967,81091233,2024-02-27,2024-02-27 0:35:45,2024-02-27 00:34:45,on time,1816.39,cash,37995,214,137909,3,864.3
5792721465,49617892,2024-10-18,2024-10-18 4:47:16,2024-10-18 04:49:16,on time,4645.02,card,59382,7236,615545,3,448.16
5793453795,70543108,2024-04-13,2024-04-13 2:43:42,2024-04-13 02:48:42,on time,3172.62,cash,52204,4479,378676,2,881.42
5793742966,83412446,2024-01-04,2024-01-04 18:29:20,2024-01-04 18:34:20,on time,140.8,cash,17016,2618,361361,3,826.21
5794917332,12574626,2024-02-16,2024-02-16 14:02:41,2024-02-16 13:57:41,on time,1099.91,cash,49073,1119,60619,1,726.41
5798831066,42102289,2024-04-16,2024-04-16 21:58:06,2024-04-16 21:54:06,on time,1395.01,upi,15811,9700,33955,2,186.08
5805120939,12277039,2024-07-10,2024-07-10 13:06:15,2024-07-10 13:18:15,slightly delayed,3209.77,wallet,42843,1933,747801,1,277.76
5809441378,51872499,2024-07-29,2024-07-29 21:11:08,2024-07-29 21:35:08,significantly delayed,1275.88,card,5755,776,990993,3,263.7
5811206654,70391758,2023-05-17,2023-05-17 5:34:19,2023-05-17 05:48:19,slightly delayed,1917.36,cash,71923,4685,818990,2,163.55
5812379362,46504355,2023-08-05,2023-08-05 11:05:03,2023-08-05 11:01:03,on time,3865.78,wallet,68969,544,833557,1,422.87
5813507399,76019750,2024-04-15,2024-04-15 9:21:04,2024-04-15 09:16:04,on time,4495.56,upi,13303,802,500739,1,359.98
5815833211,31940833,2024-02-08,2024-02-08 19:27:31,2024-02-08 19:27:31,on time,1691.9,card,78640,4175,373536,2,494.17
5816647866,81420960,2024-09-26,2024-09-26 5:23:41,2024-09-26 05:40:41,significantly delayed,2323.45,cash,84702,6850,432617,2,863.18
5817989751,72366758,2023-11-22,2023-11-22 11:48:54,2023-11-22 11:49:54,on time,1730.17,wallet,53533,2507,687218,3,317.82
5819387689,49152878,2023-09-08,2023-09-08 18:24:12,2023-09-08 18:19:12,on time,2115.04,wallet,54590,87,942001,3,671.55
5819887962,49433260,2024-03-03,2024-03-03 0:46:47,2024-03-03 01:08:47,significantly delayed,4570.58,wallet,85744,4778,186168,3,878.8
5824924668,49881540,2023-11-19,2023-11-19 17:24:48,2023-11-19 17:25:48,on time,1710.54,upi,22803,4088,382511,3,702.54
5828325906,40587811,2023-12-04,2023-12-04 11:59:56,2023-12-04 11:57:56,on time,4230.58,wallet,34564,4046,15314,2,578.85
5829741995,40434527,2023-12-25,2023-12-25 23:10:40,2023-12-25 23:20:40,slightly delayed,1906.86,card,19670,7172,673058,3,765.76
5833898647,18256339,2023-10-09,2023-10-09 8:59:04,2023-10-09 09:04:04,on time,4095.44,wallet,15139,4349,851978,2,715.72
5834861324,84826389,2023-07-04,2023-07-04 12:29:28,2023-07-04 12:50:28,significantly delayed,1367.34,upi,35944,3985,89084,3,598.83
5838302640,96795047,2023-05-12,2023-05-12 6:02:25,2023-05-12 06:09:25,slightly delayed,3377.44,upi,30907,4242,240179,3,90.56
5840148195,66269844,2024-01-22,2024-01-22 10:16:36,2024-01-22 10:15:36,on time,1688.23,wallet,61116,5450,613942,2,545.0
5840290569,99490786,2023-09-18,2023-09-18 4:09:40,2023-09-18 04:08:40,on time,2578.09,wallet,92356,5670,760828,1,563.45
5841260317,65426878,2023-04-28,2023-04-28 19:44:03,2023-04-28 19:58:03,slightly delayed,3951.8,cash,46790,7582,478531,1,825.46
5842420654,43307488,2024-05-06,2024-05-06 12:16:12,2024-05-06 12:22:12,slightly delayed,261.03,wallet,60389,553,714999,2,882.51
5842678913,6756256,2024-06-02,2024-06-02 11:16:26,2024-06-02 11:15:26,on time,3908.76,wallet,49657,4580,962054,1,16.86
5844776722,10038382,2024-01-10,2024-01-10 12:17:56,2024-01-10 12:18:56,on time,3806.98,upi,57666,4002,305754,3,979.99
5844807259,45477575,2023-10-14,2023-10-14 2:52:22,2023-10-14 02:47:22,on time,4355.46,cash,56643,2024,448752,1,160.07
5850669672,24137201,2023-06-10,2023-06-10 9:01:50,2023-06-10 09:03:50,on time,3441.13,upi,78930,8779,611575,2,482.06
5851854765,82032191,2023-11-24,2023-11-24 15:07:43,2023-11-24 15:16:43,slightly delayed,1865.04,wallet,71230,6517,587645,2,801.81
5852189277,29653387,2024-10-13,2024-10-13 14:27:35,2024-10-13 14:22:35,on time,615.56,upi,95197,1771,767398,1,22.14
5853998391,94453274,2023-09-08,2023-09-08 2:58:14,2023-09-08 02:55:14,on time,949.22,wallet,23606,364,257719,2,281.73
5856838171,55971849,2023-12-20,2023-12-20 18:44:40,2023-12-20 19:09:40,significantly delayed,3115.94,wallet,7117,1390,652118,3,22.04
5859787209,8628482,2024-09-30,2024-09-30 6:18:12,2024-09-30 06:28:12,slightly delayed,2601.55,cash,76845,839,131136,2,37.8
5859840400,5754255,2023-10-21,2023-10-21 23:59:32,2023-10-21 23:59:32,on time,647.86,upi,47423,9665,552883,3,888.16
5862535621,76850859,2024-01-03,2024-01-03 6:23:00,2024-01-03 06:25:00,on time,2401.81,card,82460,6856,642612,3,517.03
5863164527,38671747,2023-11-13,2023-11-13 18:08:55,2023-11-13 18:16:55,slightly delayed,2786.32,wallet,26359,5908,433521,1,321.33
5865390748,30042971,2024-10-01,2024-10-01 3:41:09,2024-10-01 03:45:09,on time,3835.46,upi,71450,9446,700048,3,141.28
5865396281,84119685,2024-02-06,2024-02-06 2:27:36,2024-02-06 02:57:36,significantly delayed,994.56,upi,95971,6709,525531,2,831.1
5867651793,64197854,2023-11-09,2023-11-09 11:51:19,2023-11-09 11:50:19,on time,2984.43,wallet,84411,8491,927651,3,426.72
5868093790,61618079,2023-04-06,2023-04-06 0:08:52,2023-04-06 00:11:52,on time,443.03,card,30003,6582,67197,2,552.2
5868326481,37556526,2024-03-15,2024-03-15 21:24:07,2024-03-15 21:21:07,on time,1962.35,wallet,94140,3106,53833,3,134.69
5870152806,376144,2024-03-23,2024-03-23 4:07:26,2024-03-23 04:02:26,on time,171.2,cash,41777,5545,659290,1,319.34
5874940276,38875754,2024-04-11,2024-04-11 6:45:42,2024-04-11 06:40:42,on time,546.43,upi,22218,4821,91670,1,439.24
5875285677,62510499,2023-05-20,2023-05-20 10:53:49,2023-05-20 10:57:49,on time,3993.93,wallet,55480,9163,953175,3,225.21
5877618756,80571942,2023-07-07,2023-07-07 11:24:17,2023-07-07 11:20:17,on time,3870.08,cash,23099,3187,969851,3,340.66
5879390688,77869660,2023-09-07,2023-09-07 19:48:09,2023-09-07 19:54:09,slightly delayed,96.09,wallet,87608,8201,687218,1,317.82
5879579208,41261495,2024-09-10,2024-09-10 11:07:59,2024-09-10 11:13:59,slightly delayed,983.81,wallet,29566,5704,757274,1,98.32
5881059783,2219590,2023-08-01,2023-08-01 10:15:31,2023-08-01 10:10:31,on time,1432.73,cash,75665,4749,112390,3,877.98
5881633926,32293017,2023-04-21,2023-04-21 19:00:44,2023-04-21 19:03:44,on time,4263.33,card,40430,9748,6405,1,236.51
5882568464,49258916,2023-04-13,2023-04-13 8:39:05,2023-04-13 08:37:05,on time,1706.73,cash,93909,7978,623234,2,329.79
5887288860,40587811,2024-03-01,2024-03-01 21:35:19,2024-03-01 21:32:19,on time,3395.38,cash,90694,1299,146840,3,786.85
5890338566,81337068,2023-04-29,2023-04-29 3:11:02,2023-04-29 03:12:02,on time,4368.22,cash,58543,2886,690565,2,951.27
5890339330,2188994,2024-05-21,2024-05-21 16:31:30,2024-05-21 16:26:30,on time,3750.59,wallet,84178,5506,891833,2,493.19
5891002534,41494517,2023-09-29,2023-09-29 16:16:08,2023-09-29 16:26:08,slightly delayed,475.04,card,79352,9109,361361,2,826.21
5894327065,35133191,2024-03-15,2024-03-15 13:47:58,2024-03-15 13:56:58,slightly delayed,1725.22,card,29930,8466,953175,3,225.21
5895445193,39093069,2023-09-18,2023-09-18 20:29:21,2023-09-18 20:36:21,slightly delayed,1401.58,wallet,40476,141,897083,2,972.69
5895644119,1603358,2023-06-11,2023-06-11 14:27:56,2023-06-11 14:27:56,on time,1742.44,wallet,6452,8140,382511,2,702.54
5897343054,52815265,2023-03-21,2023-03-21 4:28:27,2023-03-21 04:50:27,significantly delayed,171.2,card,2375,2232,991434,1,237.62
5903638531,78209683,2023-05-02,2023-05-02 16:58:25,2023-05-02 16:56:25,on time,3051.04,card,30906,9390,613942,1,545.0
5905518100,86995126,2023-09-25,2023-09-25 6:47:07,2023-09-25 06:51:07,on time,581.92,wallet,87502,1527,604184,1,397.55
5907766010,12272282,2024-10-07,2024-10-07 14:22:49,2024-10-07 14:33:49,slightly delayed,3937.4,wallet,85975,8107,114414,2,832.06
5909879259,82594354,2024-08-06,2024-08-06 19:31:03,2024-08-06 19:42:03,slightly delayed,786.1,card,48039,4123,949818,2,483.05
5912729079,90919603,2024-08-10,2024-08-10 1:34:51,2024-08-10 01:49:51,slightly delayed,2270.57,cash,56995,2536,871592,1,870.29
5912752928,29562254,2023-12-20,2023-12-20 18:31:00,2023-12-20 18:30:00,on time,2865.64,wallet,26396,9782,833557,1,422.87
5914484553,4378755,2023-11-17,2023-11-17 16:59:52,2023-11-17 16:57:52,on time,931.36,upi,74330,106,969851,3,340.66
5917975686,37054866,2024-06-04,2024-06-04 21:25:32,2024-06-04 21:26:32,on time,4269.53,upi,95635,8877,927651,1,426.72
5922953060,96628029,2024-09-13,2024-09-13 18:23:03,2024-09-13 18:25:03,on time,1867.74,card,71666,6461,34186,1,925.65
5923573134,22800586,2024-02-17,2024-02-17 20:16:29,2024-02-17 20:21:29,on time,877.98,wallet,74712,5990,623234,2,329.79
5924297360,59197894,2024-09-09,2024-09-09 22:12:31,2024-09-09 22:27:31,slightly delayed,723.44,wallet,50579,235,654623,3,422.14
5924715529,79919160,2024-03-24,2024-03-24 4:26:10,2024-03-24 04:29:10,on time,3867.9,upi,96349,8803,455755,2,44.09
5927472701,93563435,2024-01-12,2024-01-12 17:06:03,2024-01-12 17:04:03,on time,2280.71,wallet,95432,1954,747801,1,277.76
5927852227,37556526,2024-04-12,2024-04-12 6:20:28,2024-04-12 06:18:28,on time,1975.03,cash,45911,3633,51036,2,931.61
5928657526,22076522,2023-10-14,2023-10-14 12:48:49,2023-10-14 12:49:49,on time,2020.58,card,91083,6758,473929,2,440.19
5931307224,2361575,2023-11-27,2023-11-27 8:58:41,2023-11-27 09:22:41,significantly delayed,4401.93,cash,44956,7790,891833,1,493.19
5932091553,80571942,2024-10-22,2024-10-22 11:26:22,2024-10-22 11:36:22,slightly delayed,1269.18,card,14918,5812,9436,2,88.43
5933289680,5751638,2023-12-07,2023-12-07 4:49:24,2023-12-07 05:09:24,significantly delayed,2950.6,wallet,1722,9869,747801,2,277.76
5934372451,56441247,2023-04-10,2023-04-10 2:10:24,2023-04-10 02:05:24,on time,3355.51,cash,81095,9122,144124,2,162.67
5936051107,83304462,2024-10-21,2024-10-21 14:58:16,2024-10-21 15:10:16,slightly delayed,939.55,wallet,63513,1813,798639,1,211.25
5936301790,87059497,2024-06-21,2024-06-21 19:23:09,2024-06-21 19:26:09,on time,3158.35,cash,9590,7424,491314,3,973.44
5936596117,67729191,2024-10-25,2024-10-25 12:28:18,2024-10-25 12:23:18,on time,3014.85,card,1771,6545,952124,1,127.08
5936628691,47387512,2023-10-01,2023-10-01 11:37:21,2023-10-01 11:49:21,slightly delayed,2943.17,upi,50066,5691,888807,2,230.58
5937934264,90346920,2024-09-11,2024-09-11 19:35:19,2024-09-11 19:50:19,slightly delayed,3551.15,card,41221,6621,462526,3,449.97
5938542755,3408982,2023-07-31,2023-07-31 17:18:37,2023-07-31 17:14:37,on time,2934.58,cash,91330,5103,329351,1,310.87
5939554684,3875480,2023-06-11,2023-06-11 16:47:08,2023-06-11 16:51:08,on time,3071.72,wallet,71726,212,606256,1,369.28
5944464513,34095555,2023-03-25,2023-03-25 16:57:17,2023-03-25 16:55:17,on time,1371.17,wallet,80133,700,913428,3,392.22
5948575331,92038780,2024-05-09,2024-05-09 23:12:09,2024-05-09 23:10:09,on time,2112.59,card,53387,4962,487931,2,709.08
5948662456,35988028,2023-06-29,2023-06-29 18:45:14,2023-06-29 18:47:14,on time,4187.66,card,39614,4341,848226,1,209.59
5951090793,27878182,2024-04-20,2024-04-20 19:26:47,2024-04-20 19:29:47,on time,2143.89,upi,35150,7610,615545,1,448.16
5952886441,16420489,2024-03-12,2024-03-12 11:39:17,2024-03-12 11:37:17,on time,3604.38,wallet,23150,5334,328457,3,858.57
5953376503,79169760,2024-05-25,2024-05-25 4:08:54,2024-05-25 04:24:54,significantly delayed,650.2,wallet,34929,3686,300159,1,44.35
5953426781,79135318,2023-12-10,2023-12-10 11:44:07,2023-12-10 11:42:07,on time,3762.13,upi,21723,930,532965,1,307.23
5953535252,79630614,2024-06-08,2024-06-08 19:11:00,2024-06-08 19:07:00,on time,1693.84,upi,18950,6004,871592,2,870.29
5956863364,24821281,2024-02-20,2024-02-20 23:47:34,2024-02-20 23:55:34,slightly delayed,918.58,wallet,6378,3838,890623,1,354.52
5960266785,97419742,2023-11-21,2023-11-21 6:18:29,2023-11-21 06:15:29,on time,3443.16,wallet,88310,5546,760684,3,71.6
5961051248,20834589,2024-10-28,2024-10-28 20:23:29,2024-10-28 20:26:29,on time,3502.35,cash,69003,3409,880510,3,951.43
5961097387,75474920,2023-08-27,2023-08-27 4:53:57,2023-08-27 04:53:57,on time,2425.77,wallet,73762,6574,992178,2,632.43
5964122835,14006996,2024-03-29,2024-03-29 18:29:05,2024-03-29 18:26:05,on time,2305.04,upi,98433,9052,144124,3,162.67
5965281449,17597449,2023-06-26,2023-06-26 17:51:05,2023-06-26 17:53:05,on time,3412.11,cash,26992,3156,39154,1,946.86
5966726971,57833505,2023-09-06,2023-09-06 18:16:18,2023-09-06 18:21:18,on time,2597.42,wallet,51902,4449,26060,2,342.94
5967495442,77086074,2024-07-18,2024-07-18 15:36:29,2024-07-18 15:47:29,slightly delayed,707.67,card,7004,9906,516376,2,877.43
5969684091,13604883,2023-12-02,2023-12-02 15:56:34,2023-12-02 15:53:34,on time,2571.47,cash,47179,2395,771228,2,83.18
5970759669,26285589,2024-03-19,2024-03-19 10:42:44,2024-03-19 10:41:44,on time,3168.87,upi,77115,3868,194682,1,912.29
5972410040,19179897,2024-08-11,2024-08-11 7:38:14,2024-08-11 07:41:14,on time,1721.08,wallet,62822,4388,968887,3,40.7
5979489110,22161071,2023-09-07,2023-09-07 8:03:52,2023-09-07 08:05:52,on time,2337.12,card,8681,5784,853932,1,941.19
5980648426,23982977,2023-12-15,2023-12-15 3:43:00,2023-12-15 03:59:00,significantly delayed,995.87,upi,76780,3979,373536,2,494.17
5982122427,6398761,2023-04-23,2023-04-23 20:15:41,2023-04-23 20:18:41,on time,345.54,card,58401,1333,707935,3,820.9
5982829268,90038364,2023-04-01,2023-04-01 4:43:39,2023-04-01 04:43:39,on time,2923.98,cash,97197,6399,478531,3,825.46
5989265505,62742797,2024-03-15,2024-03-15 4:27:36,2024-03-15 04:22:36,on time,3673.81,card,11502,4556,228286,2,179.08
5990129875,87160527,2024-07-13,2024-07-13 9:01:22,2024-07-13 09:16:22,slightly delayed,2192.83,upi,94600,2222,490602,3,549.47
5991829458,80850753,2023-08-12,2023-08-12 7:17:02,2023-08-12 07:14:02,on time,4046.31,upi,38043,7607,329351,2,310.87
5992338333,9738801,2023-04-03,2023-04-03 23:47:44,2023-04-03 23:47:44,on time,3121.04,cash,91077,4006,63769,2,878.07
5995393950,64535602,2023-08-06,2023-08-06 8:09:40,2023-08-06 08:07:40,on time,3434.89,card,47824,3722,324809,3,608.0
5995819849,34787383,2023-08-19,2023-08-19 4:35:08,2023-08-19 04:44:08,slightly delayed,2030.88,wallet,2395,4317,707935,3,820.9
5998035939,88324928,2024-02-22,2024-02-22 1:33:53,2024-02-22 01:31:53,on time,3279.72,card,25912,2444,642612,1,517.03
6000890622,62828341,2024-09-14,2024-09-14 16:26:21,2024-09-14 16:23:21,on time,1826.22,upi,29998,2572,33955,3,186.08
6006693867,24496983,2023-07-14,2023-07-14 0:02:36,2023-07-14 00:05:36,on time,1371.17,card,91362,9021,490939,1,80.25
6009342120,59620534,2024-03-02,2024-03-02 9:13:40,2024-03-02 09:20:40,slightly delayed,1402.9,wallet,11837,5318,272170,2,140.8
6009732867,6982488,2024-08-02,2024-08-02 7:39:36,2024-08-02 07:34:36,on time,2793.26,cash,91790,5502,94225,1,77.11
6011117738,24337950,2024-01-07,2024-01-07 11:01:31,2024-01-07 11:04:31,on time,2539.66,card,8264,5459,658389,3,152.55
6012082951,88866835,2023-05-17,2023-05-17 6:23:38,2023-05-17 06:26:38,on time,3669.77,card,9667,918,34186,2,925.65
6018805430,35358395,2023-09-04,2023-09-04 7:37:40,2023-09-04 07:41:40,on time,4118.37,card,39582,1404,440875,1,275.03
6023721507,8791577,2024-04-07,2024-04-07 0:36:29,2024-04-07 00:35:29,on time,1849.03,upi,72197,158,327290,1,862.28
6026842782,75928073,2024-08-27,2024-08-27 20:11:30,2024-08-27 20:10:30,on time,2610.0,wallet,57323,5333,397973,2,728.73
6027355216,17929886,2023-06-27,2023-06-27 21:07:55,2023-06-27 21:08:55,on time,2562.39,card,89884,8534,144124,2,162.67
